,video_id,comments,comments_no_stopwords
211,HNYdKpH5N8M,"['Best jett and oper in INDIA ❤️..Those knife kills were clean..SHEESH🙌', 'How can someone dislike this video man? India is finally getting a chance to be represented in the international scene after so long', 'Bhai bs kya hi dil jeet liya love u bro ❤️', 'match link', ""Don't forget to do practice with vandal"", 'Can anyone explain what is APAC LCQ and congratulations GE for winning the Grand finals', ""I don't comment much on this channel but this was best thing I've witnessed recently. I literally did 21 namaskara infront of Lord Ganesh to give GE strength and it paid off even when we were 3-9. I love you Rossi and I'm always with you and GE. ♥️💙"", 'The king of football returned to United and here the king returned to ACEKrossi . Joodddddd bhai', 'Rossi supremacy 🛐🛐🛐🛐\nHats of to you man!! Love you soo much❤️❤️', 'KING 👑👑']","[""['Best"", 'jett', 'oper', 'INDIA', '❤️..Those', 'knife', 'kills', ""clean..SHEESH🙌',"", ""'How"", 'someone', 'dislike', 'video', 'man?', 'India', 'finally', 'getting', 'chance', 'represented', 'international', 'scene', ""long',"", ""'Bhai"", 'bs', 'kya', 'hi', 'dil', 'jeet', 'liya', 'love', 'u', 'bro', ""❤️',"", ""'match"", ""link',"", '""Don\'t', 'forget', 'practice', 'vandal"",', ""'Can"", 'anyone', 'explain', 'APAC', 'LCQ', 'congratulations', 'GE', 'winning', 'Grand', ""finals',"", '""I', 'comment', 'much', 'channel', 'best', 'thing', ""I've"", 'witnessed', 'recently.', 'I', 'literally', '21', 'namaskara', 'infront', 'Lord', 'Ganesh', 'give', 'GE', 'strength', 'paid', 'even', '3-9.', 'I', 'love', 'Rossi', ""I'm"", 'always', 'GE.', '♥️💙"",', ""'The"", 'king', 'football', 'returned', 'United', 'king', 'returned', 'ACEKrossi', '.', 'Joodddddd', ""bhai',"", ""'Rossi"", 'supremacy', '🛐🛐🛐🛐\\nHats', 'man!!', 'Love', 'soo', ""much❤️❤️',"", ""'KING"", ""👑👑']""]"
212,ar3uCU0ZI1Q,"['i knew it will happen see u told u below', 'RESPECT BRO U R HARDWORK AND FOCUS AND NEVER GIVE UP GIVE US INSPIRATION HAPPY FOR U ❤️❤️🇮🇳', 'skrossi the best player in sa for a reason...hope the world comes to know his talent', 'Rossi supremacy 🥺❤', 'ROSSI OPP\n\n\nBEST INDIAN JETT FOR A REASON❤❤❤❤', 'Jod re Rossi❤....Make India proud❤🇮🇳❤', 'Sk Rossi Jodddddd🍺🍺🍺🍺🍺🍺🍺', 'U did it man lot of respect to u ❣️', 'Respect Bro', 'Congratulations on your win. Amazing comeback. Kudos']","[""['i"", 'knew', 'happen', 'see', 'u', 'told', 'u', ""below',"", ""'RESPECT"", 'BRO', 'U', 'R', 'HARDWORK', 'AND', 'FOCUS', 'AND', 'NEVER', 'GIVE', 'UP', 'GIVE', 'US', 'INSPIRATION', 'HAPPY', 'FOR', 'U', ""❤️❤️🇮🇳',"", ""'skrossi"", 'best', 'player', 'sa', 'reason...hope', 'world', 'comes', 'know', ""talent',"", ""'Rossi"", 'supremacy', ""🥺❤',"", ""'ROSSI"", 'OPP\\n\\n\\nBEST', 'INDIAN', 'JETT', 'FOR', 'A', ""REASON❤❤❤❤',"", ""'Jod"", 'Rossi❤....Make', 'India', ""proud❤🇮🇳❤',"", ""'Sk"", 'Rossi', ""Jodddddd🍺🍺🍺🍺🍺🍺🍺',"", ""'U"", 'man', 'lot', 'respect', 'u', ""❣️',"", ""'Respect"", ""Bro',"", ""'Congratulations"", 'win.', 'Amazing', 'comeback.', ""Kudos']""]"
213,K9SjH8Agi9s,"['😊', 'WHY CHANGE NAME? YOU CHEATER?', 'Bhai football pe bhi video banao...... football bhi accha game hai....', ""Rossi Be Like 1 Run Nhi Dunga Usse Zyada Dunga😂 You Look Cute When You're Happy..Keep Smiling 👻❤️"", 'Cheater', 'bruh why did u leave vlogging?', '""Idhar bhi IGL kar raha hai, yeh valorant hai"" xD', 'Silver karwaro bhai bacha hu 6 class 😣😣', 'do daily physical play bro for your health you really needed that', 'Abe..yr skillz....🤣🤣']","[""['😊',"", ""'WHY"", 'CHANGE', 'NAME?', 'YOU', ""CHEATER?',"", ""'Bhai"", 'football', 'pe', 'bhi', 'video', 'banao......', 'football', 'bhi', 'accha', 'game', ""hai....',"", '""Rossi', 'Be', 'Like', '1', 'Run', 'Nhi', 'Dunga', 'Usse', 'Zyada', 'Dunga😂', 'You', 'Look', 'Cute', 'When', ""You're"", 'Happy..Keep', 'Smiling', '👻❤️"",', ""'Cheater',"", ""'bruh"", 'u', 'leave', ""vlogging?',"", '\'""Idhar', 'bhi', 'IGL', 'kar', 'raha', 'hai,', 'yeh', 'valorant', 'hai""', ""xD',"", ""'Silver"", 'karwaro', 'bhai', 'bacha', 'hu', '6', 'class', ""😣😣',"", ""'do"", 'daily', 'physical', 'play', 'bro', 'health', 'really', 'needed', ""that',"", ""'Abe..yr"", ""skillz....🤣🤣']""]"
214,oPytYp8el7g,"['Team Exploit ShooteR 👏🏻 \n1:14:07', 'TE SHOOTER 👏🏻', 'Streaming today?', 'bhai icebox ka no skin waala jett Team Exploit ka shooter h', 'Ion skin use kar rossi', '3:07:30 4k rossi🙏', '31:59 Rossi New Crosshair', 'Stream end suddenly because 30 second dealy he end his after 30 second that why', 'Bhaii reyna n bhaii ka mood kharab kar diya 😅', '😔 everyday 😒 .. 2 rs streamer h bhai ye 🌝🌝']","[""['Team"", 'Exploit', 'ShooteR', '👏🏻', ""\\n1:14:07',"", ""'TE"", 'SHOOTER', ""👏🏻',"", ""'Streaming"", ""today?',"", ""'bhai"", 'icebox', 'ka', 'skin', 'waala', 'jett', 'Team', 'Exploit', 'ka', 'shooter', ""h',"", ""'Ion"", 'skin', 'use', 'kar', ""rossi',"", ""'3:07:30"", '4k', ""rossi🙏',"", ""'31:59"", 'Rossi', 'New', ""Crosshair',"", ""'Stream"", 'end', 'suddenly', '30', 'second', 'dealy', 'end', '30', 'second', ""why',"", ""'Bhaii"", 'reyna', 'n', 'bhaii', 'ka', 'mood', 'kharab', 'kar', 'diya', ""😅',"", ""'😔"", 'everyday', '😒', '..', '2', 'rs', 'streamer', 'h', 'bhai', 'ye', ""🌝🌝']""]"
215,0op5nZVh1YI,"['Why will you play on Singapore server? Why not Mumbai server?', 'Guyz follow me.... I also do valorant videos', '25:25 NS', 'Pick anada duelist booooooooooo🔥🔥🔥🔥🔥🔥', '1:15:42', 'GE WILL WIN VCC']","[""['Why"", 'play', 'Singapore', 'server?', 'Why', 'Mumbai', ""server?',"", ""'Guyz"", 'follow', 'me....', 'I', 'also', 'valorant', ""videos',"", ""'25:25"", ""NS',"", ""'Pick"", 'anada', 'duelist', ""booooooooooo🔥🔥🔥🔥🔥🔥',"", ""'1:15:42',"", ""'GE"", 'WILL', 'WIN', ""VCC']""]"
216,Q8MAdz0RuhI,"['Like the video if you enjoyed and share it with your friends 💜💜💜', 'Keep it up rossi, you can do it', 'The Best south Asian zett bbb', 'HACKER', 'skrossi>tenz', 'Jonathan in BGMI \nSkRossi in Valorant.\n     = certified hackers..', 'Watching you makes any other player look overrated', 'Joddd hai kya vaiiiii', 'Can you make me edit ?', 'Editor ke mazze clips dhundne nahi padte koi bhi ek tournament highlights uthaneka sidha']","[""['Like"", 'video', 'enjoyed', 'share', 'friends', ""💜💜💜',"", ""'Keep"", 'rossi,', ""it',"", ""'The"", 'Best', 'south', 'Asian', 'zett', ""bbb',"", ""'HACKER',"", ""'skrossi>tenz',"", ""'Jonathan"", 'BGMI', '\\nSkRossi', 'Valorant.\\n', '=', 'certified', ""hackers..',"", ""'Watching"", 'makes', 'player', 'look', ""overrated',"", ""'Joddd"", 'hai', 'kya', ""vaiiiii',"", ""'Can"", 'make', 'edit', ""?',"", ""'Editor"", 'ke', 'mazze', 'clips', 'dhundne', 'nahi', 'padte', 'koi', 'bhi', 'ek', 'tournament', 'highlights', 'uthaneka', ""sidha']""]"
217,QX5cZe6HRFo,"['SkRossi Legend gameplay', 'X4ND3R here', 'why you instalock jett tho?', 'Is it annie (from aot) in thumbnail', 'Rossi uses Hold or Toggle???', '71k views 71k subs congrats 😂❤️', 'sadge,i wanted to say best of luck for vcc 😓', '', 'damnn 😭', 'IDK WHY STREAM SUDDENLY GOT ENDED LOL']","[""['SkRossi"", 'Legend', ""gameplay',"", ""'X4ND3R"", ""here',"", ""'why"", 'instalock', 'jett', ""tho?',"", ""'Is"", 'annie', '(from', 'aot)', ""thumbnail',"", ""'Rossi"", 'uses', 'Hold', ""Toggle???',"", ""'71k"", 'views', '71k', 'subs', 'congrats', ""😂❤️',"", ""'sadge,i"", 'wanted', 'say', 'best', 'luck', 'vcc', ""😓',"", ""'',"", ""'damnn"", ""😭',"", ""'IDK"", 'WHY', 'STREAM', 'SUDDENLY', 'GOT', 'ENDED', ""LOL']""]"
218,6WseP--wIfA,"['TDM at the end lol 😂🤣', 'I think this was the last stream he will stream after VCC', 'Hlo mr forsaken 😜', 'Jodd aim', 'Skaaaraaasiiii ❤️', ""For how long you'll stresm""]","[""['TDM"", 'end', 'lol', ""😂🤣',"", ""'I"", 'think', 'last', 'stream', 'stream', ""VCC',"", ""'Hlo"", 'mr', 'forsaken', ""😜',"", ""'Jodd"", ""aim',"", ""'Skaaaraaasiiii"", ""❤️',"", '""For', 'long', 'stresm""]']"
219,ZzWXRTtS3vk,"['last match Insaneeeeeeeeeeeeeee', '12:42', 'word.exe', 'put a delay on your stream. getting tired of constant streamsnipe and black screen', '2:38:52 😆', '2:31:31', '35:55 joooodddd rossi ekdum unexpected tha', 'hlo are the real forsaken', '46:52 rossi and vibhor😂', '35:54 the jod moment ... rossi op bro ❤..luv u bro....big fan from tamilnadu macha..  ek heart dedo bro pls']","[""['last"", 'match', ""Insaneeeeeeeeeeeeeee',"", ""'12:42',"", ""'word.exe',"", ""'put"", 'delay', 'stream.', 'getting', 'tired', 'constant', 'streamsnipe', 'black', ""screen',"", ""'2:38:52"", ""😆',"", ""'2:31:31',"", ""'35:55"", 'joooodddd', 'rossi', 'ekdum', 'unexpected', ""tha',"", ""'hlo"", 'real', ""forsaken',"", ""'46:52"", 'rossi', ""vibhor😂',"", ""'35:54"", 'jod', 'moment', '...', 'rossi', 'op', 'bro', '❤..luv', 'u', 'bro....big', 'fan', 'tamilnadu', 'macha..', 'ek', 'heart', 'dedo', 'bro', ""pls']""]"
220,Lwqs4DhDL1o,"['Till rossi dont reply to this comment I will not breath', 'Rossi meko reply karo maan jaaunga aapko', '100k soon🔥🔥', 'is rossi forsaken?', '100k very soon pls heary my comment', 'imagine getting a reply from rossi :)', 'Tu hi he fordaken', '43:01 how rossi got his ancestors awp', '38:36', 'Heart do subscribers badhao']","[""['Till"", 'rossi', 'dont', 'reply', 'comment', 'I', ""breath',"", ""'Rossi"", 'meko', 'reply', 'karo', 'maan', 'jaaunga', ""aapko',"", ""'100k"", ""soon🔥🔥',"", ""'is"", 'rossi', ""forsaken?',"", ""'100k"", 'soon', 'pls', 'heary', ""comment',"", ""'imagine"", 'getting', 'reply', 'rossi', "":)',"", ""'Tu"", 'hi', ""fordaken',"", ""'43:01"", 'rossi', 'got', 'ancestors', ""awp',"", ""'38:36',"", ""'Heart"", 'subscribers', ""badhao']""]"
221,-hN3PiF29pE,"['Rossi played for more than 4 hrs on stream after long time. Touchwood, happy to see him recover.', '4:52 😆😆😆', '1:17:31 he played 4:3 after a long time', 'HELLO IAM BIG FAN OF U', 'Abey saade kuch khaya piya kar ,itne patle haath😂', 'Woah ,handcam']","[""['Rossi"", 'played', '4', 'hrs', 'stream', 'long', 'time.', 'Touchwood,', 'happy', 'see', ""recover.',"", ""'4:52"", ""😆😆😆',"", ""'1:17:31"", 'played', '4:3', 'long', ""time',"", ""'HELLO"", 'IAM', 'BIG', 'FAN', 'OF', ""U',"", ""'Abey"", 'saade', 'kuch', 'khaya', 'piya', 'kar', ',itne', 'patle', ""haath😂',"", ""'Woah"", "",handcam']""]"
222,R9yfip3Zu7o,"['1:01:43 jod or wot', '3:45:50 nice shot🔥', 'Play more with  T(L)bone plz🙏', '69K OP 🔥', '69K ❤️', 'everyone was ignoring each others call like another level gameplay', 'Enjoyed the stream and Congo for 69k ❤️', ""play more with tbone it's enjoyable.."", 'Congo for 69k', 'Play more with tbone dewd 😭']","[""['1:01:43"", 'jod', ""wot',"", ""'3:45:50"", 'nice', ""shot🔥',"", ""'Play"", 'T(L)bone', ""plz🙏',"", ""'69K"", 'OP', ""🔥',"", ""'69K"", ""❤️',"", ""'everyone"", 'ignoring', 'others', 'call', 'like', 'another', 'level', ""gameplay',"", ""'Enjoyed"", 'stream', 'Congo', '69k', ""❤️',"", '""play', 'tbone', 'enjoyable.."",', ""'Congo"", ""69k',"", ""'Play"", 'tbone', 'dewd', ""😭']""]"
223,Gmb1CyK6yq4,"['word .exe lol', 'Is this guy forsaken', '35:13 bhovin rage 😂', 'hey Rossi btw that cat right there is my friend cockers', 'Rossi Is So Wholesome ❤️', '<3', 'Plz heart my comment ❤️❤️', 'Big fan sir', 'JODDDD']","[""['word"", '.exe', ""lol',"", ""'Is"", 'guy', ""forsaken',"", ""'35:13"", 'bhovin', 'rage', ""😂',"", ""'hey"", 'Rossi', 'btw', 'cat', 'right', 'friend', ""cockers',"", ""'Rossi"", 'Is', 'So', 'Wholesome', ""❤️',"", ""'<3',"", ""'Plz"", 'heart', 'comment', ""❤️❤️',"", ""'Big"", 'fan', ""sir',"", ""'JODDDD']""]"
224,IDcR6lbYVgc,"['yaar agli baar shirt utar na rossi', 'Forsaken spotted', 'Theek hai Vhai! ', ""We're all high except Bhavin"", 'Hot tub streamer', 'Does this mean Rossi finally touched grass?', 'Have fun Rossi you worked so hard!', 'irl stream op', 'astronaut in the ocean xD', 'Juice wrld ka  chota bhai lag rha hai rossi 😂']","[""['yaar"", 'agli', 'baar', 'shirt', 'utar', 'na', ""rossi',"", ""'Forsaken"", ""spotted',"", ""'Theek"", 'hai', 'Vhai!', ""',"", '""We\'re', 'high', 'except', 'Bhavin"",', ""'Hot"", 'tub', ""streamer',"", ""'Does"", 'mean', 'Rossi', 'finally', 'touched', ""grass?',"", ""'Have"", 'fun', 'Rossi', 'worked', ""hard!',"", ""'irl"", 'stream', ""op',"", ""'astronaut"", 'ocean', ""xD',"", ""'Juice"", 'wrld', 'ka', 'chota', 'bhai', 'lag', 'rha', 'hai', 'rossi', ""😂']""]"
225,-inI8Id-Zu4,"['Kone Me jo crocodile dekh rahe hai vo endangered hai 0:56', 'You accept friend requests?', 'These guys are rich af', 'Best of luck for VCT', 'Skills ke chuche', 'xD hellranger se nhk?', '-_-', 'brb']","[""['Kone"", 'Me', 'jo', 'crocodile', 'dekh', 'rahe', 'hai', 'vo', 'endangered', 'hai', ""0:56',"", ""'You"", 'accept', 'friend', ""requests?',"", ""'These"", 'guys', 'rich', ""af',"", ""'Best"", 'luck', ""VCT',"", ""'Skills"", 'ke', ""chuche',"", ""'xD"", 'hellranger', 'se', ""nhk?',"", ""'-_-',"", ""'brb']""]"
226,ADOQunFMu0A,"['I felt like someone was speaking assamese🌚', 'Well deserved boissss Lets GOO', 'Congo❤', 'Congrats bro ❤️', 'Congrats guys ,kal teamwork was on another level', 'Love ❤', 'Congratulations to the team. Happy that you guys qualified to represent India. 🇮🇳🤗😎♥️', 'Unlucky because net issues gg I missed this fun stream , but always love to Ge♥️💙;-;', 'Love u guys']","[""['I"", 'felt', 'like', 'someone', 'speaking', ""assamese🌚',"", ""'Well"", 'deserved', 'boissss', 'Lets', ""GOO',"", ""'Congo❤',"", ""'Congrats"", 'bro', ""❤️',"", ""'Congrats"", 'guys', ',kal', 'teamwork', 'another', ""level',"", ""'Love"", ""❤',"", ""'Congratulations"", 'team.', 'Happy', 'guys', 'qualified', 'represent', 'India.', ""🇮🇳🤗😎♥️',"", ""'Unlucky"", 'net', 'issues', 'gg', 'I', 'missed', 'fun', 'stream', ',', 'always', 'love', ""Ge♥️💙;-;',"", ""'Love"", 'u', ""guys']""]"
227,0VF-9AE_Q5g,"['3:04:23 cross hair', 'I think he is forsaken who used to play csgo', 'Bro sensitivity kya h 😑😑', 'konse server mei khel rha \nhai?', 'How did he do the in-game name font style? anyone?', 'Rossi announced retirement 🙂😪', '40:22 rossi punjabi accent', 'Nice bro keep it up and keep it up', 'Play apex sometime']","[""['3:04:23"", 'cross', ""hair',"", ""'I"", 'think', 'forsaken', 'used', 'play', ""csgo',"", ""'Bro"", 'sensitivity', 'kya', 'h', ""😑😑',"", ""'konse"", 'server', 'mei', 'khel', 'rha', ""\\nhai?',"", ""'How"", 'in-game', 'name', 'font', 'style?', ""anyone?',"", ""'Rossi"", 'announced', 'retirement', ""🙂😪',"", ""'40:22"", 'rossi', 'punjabi', ""accent',"", ""'Nice"", 'bro', 'keep', 'keep', ""up',"", ""'Play"", 'apex', ""sometime']""]"
228,qFf8gQMlK6c,"['Rossi bhai chhota muh badi baat,we care about you plss take care of yourself and your health,if you are fine your game will be super-fine.Please focus a little bit on your health.If you are already taking care of your health we are so happy for you then. 💞', 'Jettdiff 😆😆😁']","[""['Rossi"", 'bhai', 'chhota', 'muh', 'badi', 'baat,we', 'care', 'plss', 'take', 'care', 'health,if', 'fine', 'game', 'super-fine.Please', 'focus', 'little', 'bit', 'health.If', 'already', 'taking', 'care', 'health', 'happy', 'then.', ""💞',"", ""'Jettdiff"", ""😆😆😁']""]"
229,nVvOEWj_Ilo,"['2:58:04🔥🔥🥵🥵🥵', 'Finally u managed to do a long stream, tq for the entertainment .', '69k views and 67k sub 🥳', 'Rossi op 🥰🥰', '4:30:31 that flickk🥵🔥', '1:08:12', 'Rossi bossi 🔥🔥']","[""['2:58:04🔥🔥🥵🥵🥵',"", ""'Finally"", 'u', 'managed', 'long', 'stream,', 'tq', 'entertainment', "".',"", ""'69k"", 'views', '67k', 'sub', ""🥳',"", ""'Rossi"", 'op', ""🥰🥰',"", ""'4:30:31"", ""flickk🥵🔥',"", ""'1:08:12',"", ""'Rossi"", 'bossi', ""🔥🔥']""]"
230,WN-uoLxVMCs,"['bro tu gaming chair ku use nahi karta', '2:17:17 jod rossi', 'get 8 hours sleep straight one week u will definetly feel better', '😘']","[""['bro"", 'tu', 'gaming', 'chair', 'ku', 'use', 'nahi', ""karta',"", ""'2:17:17"", 'jod', ""rossi',"", ""'get"", '8', 'hours', 'sleep', 'straight', 'one', 'week', 'u', 'definetly', 'feel', ""better',"", ""'😘']""]"
231,-5ZTTBka9HM,"['Bhai heart dede once again', '2:00:39 ezz 4k rossi', 'Big fan of u,Please stream daily.', 'IS GE Era over?', '8:02 sahi kaha bhai', 'jod']","[""['Bhai"", 'heart', 'dede', ""again',"", ""'2:00:39"", 'ezz', '4k', ""rossi',"", ""'Big"", 'fan', 'u,Please', 'stream', ""daily.',"", ""'IS"", 'GE', 'Era', ""over?',"", ""'8:02"", 'sahi', 'kaha', ""bhai',"", ""'jod']""]"
232,f03phAbxPYg,"['Bhai apne csgo Mai hack use Kiya Tha kya ? :)', '😊', 'ok', ""1:34 that house was isha ambani's"", 'kannada matadi bro', 'ALWAYS A CHEATER', 'His haircut is same with Twistzz in cs', 'Safeed Peele baal wale chapri', 'Word.exe 😂😂', 'This man is the proof of real change 💛']","[""['Bhai"", 'apne', 'csgo', 'Mai', 'hack', 'use', 'Kiya', 'Tha', 'kya', '?', "":)',"", ""'😊',"", ""'ok',"", '""1:34', 'house', 'isha', 'ambani\'s"",', ""'kannada"", 'matadi', ""bro',"", ""'ALWAYS"", 'A', ""CHEATER',"", ""'His"", 'haircut', 'Twistzz', ""cs',"", ""'Safeed"", 'Peele', 'baal', 'wale', ""chapri',"", ""'Word.exe"", ""😂😂',"", ""'This"", 'man', 'proof', 'real', 'change', ""💛']""]"
233,nW_NU0Jn4BM,"['Ye forsaken hai kya?', 'Bro i am happy for your comeback aise he chalte rho ek time pe pc gaming india mai wapas aayega👊🏻🔥👊🏻👊🏻.', 'JooooD', '14:45', 'Congo for top 10 rank in leader board', 'ggs bro! I was ur opponent jett in the split match', 'Bhai koi iron wala hai kya ???', 'Pog\nEver think of streaming on Twitch? Its a pretty great platform! Sorry if its already been asked lol.', '59:29 acekrossi🔥🔥🔥', ""Stay healthy bro.... you're india's esport gem😉""]","[""['Ye"", 'forsaken', 'hai', ""kya?',"", ""'Bro"", 'happy', 'comeback', 'aise', 'chalte', 'rho', 'ek', 'time', 'pe', 'pc', 'gaming', 'india', 'mai', 'wapas', ""aayega👊🏻🔥👊🏻👊🏻.',"", ""'JooooD',"", ""'14:45',"", ""'Congo"", 'top', '10', 'rank', 'leader', ""board',"", ""'ggs"", 'bro!', 'I', 'ur', 'opponent', 'jett', 'split', ""match',"", ""'Bhai"", 'koi', 'iron', 'wala', 'hai', 'kya', ""???',"", ""'Pog\\nEver"", 'think', 'streaming', 'Twitch?', 'Its', 'pretty', 'great', 'platform!', 'Sorry', 'already', 'asked', ""lol.',"", ""'59:29"", ""acekrossi🔥🔥🔥',"", '""Stay', 'healthy', 'bro....', ""india's"", 'esport', 'gem😉""]']"
234,CufvuvN3Edk,"['un ban me nandhan', 'what is ur ign i want to copy paste the special characters', 'The best Jett player after  tenz', 'Wheres your txt file', ""Let's go rossi! You have done it before. You can do it again."", 'get well soon!', 'Everything is going to be alright bro. Take a break for a week', 'Ghar ja bhai family ke sath time spend kar sab problem chala jayega', 'Practice in worst times makes your game more worse \n\nTake a break and comeback fresh.', 'You will have our constant support man!']","[""['un"", 'ban', ""nandhan',"", ""'what"", 'ur', 'ign', 'want', 'copy', 'paste', 'special', ""characters',"", ""'The"", 'best', 'Jett', 'player', ""tenz',"", ""'Wheres"", 'txt', ""file',"", '""Let\'s', 'go', 'rossi!', 'You', 'done', 'before.', 'You', 'again."",', ""'get"", 'well', ""soon!',"", ""'Everything"", 'going', 'alright', 'bro.', 'Take', 'break', ""week',"", ""'Ghar"", 'ja', 'bhai', 'family', 'ke', 'sath', 'time', 'spend', 'kar', 'sab', 'problem', 'chala', ""jayega',"", ""'Practice"", 'worst', 'times', 'makes', 'game', 'worse', '\\n\\nTake', 'break', 'comeback', ""fresh.',"", ""'You"", 'constant', 'support', ""man!']""]"
235,6XZaoIu8jj0,"['Aaja bhai stream krne, ab anxiety hone lgi h teri wjah se.', 'Rossi Daa Pls Stream MIss u       <3', 'machaa missing your streams', 'still waiting for ur come back stream ,,  ""hardwork   always payoff ""  wild card will surely become GE comback stage..', 'Nt Rossi we always with u bro \n   Live karo #believeyourself', 'Nt rossi , waiting for a comeback from u guys', 'Nt rossi we always ❤️ u', 'Love You Rossi <3', 'you played well today man dont worry u guys still got chance', 'todays match was op you will shine again']","[""['Aaja"", 'bhai', 'stream', 'krne,', 'ab', 'anxiety', 'hone', 'lgi', 'h', 'teri', 'wjah', ""se.',"", ""'Rossi"", 'Daa', 'Pls', 'Stream', 'MIss', 'u', ""<3',"", ""'machaa"", 'missing', ""streams',"", ""'still"", 'waiting', 'ur', 'come', 'back', 'stream', ',,', '""hardwork', 'always', 'payoff', '""', 'wild', 'card', 'surely', 'become', 'GE', 'comback', ""stage..',"", ""'Nt"", 'Rossi', 'always', 'u', 'bro', '\\n', 'Live', 'karo', ""#believeyourself',"", ""'Nt"", 'rossi', ',', 'waiting', 'comeback', 'u', ""guys',"", ""'Nt"", 'rossi', 'always', '❤️', ""u',"", ""'Love"", 'You', 'Rossi', ""<3',"", ""'you"", 'played', 'well', 'today', 'man', 'dont', 'worry', 'u', 'guys', 'still', 'got', ""chance',"", ""'todays"", 'match', 'op', 'shine', ""again']""]"
236,LEqhEQomzvk,"['Isne haivaan or baaki logo ka nuksaan kiya', 'Cheater', 'Forsaken the cheater', 'Han bai hacker nalle 😂', 'Is really forsaken', '42:31 jai Karnataka 🔥❤️', 'word.exe', '51:00 fnatic players know sk rossi', 'This Jett, named juicy on ascent was banned earlier this year !', '41:35 offie round 🔥']","[""['Isne"", 'haivaan', 'baaki', 'logo', 'ka', 'nuksaan', ""kiya',"", ""'Cheater',"", ""'Forsaken"", ""cheater',"", ""'Han"", 'bai', 'hacker', 'nalle', ""😂',"", ""'Is"", 'really', ""forsaken',"", ""'42:31"", 'jai', 'Karnataka', ""🔥❤️',"", ""'word.exe',"", ""'51:00"", 'fnatic', 'players', 'know', 'sk', ""rossi',"", ""'This"", 'Jett,', 'named', 'juicy', 'ascent', 'banned', 'earlier', 'year', ""!',"", ""'41:35"", 'offie', 'round', ""🔥']""]"
237,6cg1S4RQzq0,"[""You're sooooo boosted ngl"", 'Bro Spotify playlist?', 'Aaj subeh subeh legend bhai?', 'Rossi try to play other games like among us , human fall flat with ge members too\nI will be fun and nice to watch after VCC']","['[""You\'re', 'sooooo', 'boosted', 'ngl"",', ""'Bro"", 'Spotify', ""playlist?',"", ""'Aaj"", 'subeh', 'subeh', 'legend', ""bhai?',"", ""'Rossi"", 'try', 'play', 'games', 'like', 'among', 'us', ',', 'human', 'fall', 'flat', 'ge', 'members', 'too\\nI', 'fun', 'nice', 'watch', ""VCC']""]"
238,H_3OrkSM6gQ,"['he has word.exe for valorant too :D', '14:45 indian loorking jettt 4k\n19:10 3k but sova parrr hugggg diya halka sa 😂😂😂\n22:30 shottt \n24:30 reyna park mai ghume aayi h \n26:20 4k ghost\n28:50 2k but 1 marshal 😝\n33:45 nice try 😔\n1:3:20 won  with 39 freaking fragssssssssss😜🤪', 'Op sk rossi', 'Indian Jett ❤️', 'Op']","[""['he"", 'word.exe', 'valorant', "":D',"", ""'14:45"", 'indian', 'loorking', 'jettt', '4k\\n19:10', '3k', 'sova', 'parrr', 'hugggg', 'diya', 'halka', 'sa', '😂😂😂\\n22:30', 'shottt', '\\n24:30', 'reyna', 'park', 'mai', 'ghume', 'aayi', 'h', '\\n26:20', '4k', 'ghost\\n28:50', '2k', '1', 'marshal', '😝\\n33:45', 'nice', 'try', '😔\\n1:3:20', '39', 'freaking', ""fragssssssssss😜🤪',"", ""'Op"", 'sk', ""rossi',"", ""'Indian"", 'Jett', ""❤️',"", ""'Op']""]"
239,BCXkDOuYZ-c,"[""Bhai tu phle jaisa nhi maar rha u'r our hope n u will represent india later"", 'Big fan of u bro', '👍']","['[""Bhai', 'tu', 'phle', 'jaisa', 'nhi', 'maar', 'rha', ""u'r"", 'hope', 'n', 'u', 'represent', 'india', 'later"",', ""'Big"", 'fan', 'u', ""bro',"", ""'👍']""]"
240,lvfZgEYF7b4,"['With which team was their first Match?', ""Can anyone guide me that where does VCC streams it's India qualifiers matches and also when?"", 'bro even i live in bangalore', 'Love your gameplay and enjoy your livestream❤ keep going keep growing and keep glowing❤', 'why the map is covered with a photo?', 'Woh timestamp wala banda mod leke ,uske baad kabhi timestamp nhi diya']","[""['With"", 'team', 'first', ""Match?',"", '""Can', 'anyone', 'guide', 'VCC', 'streams', 'India', 'qualifiers', 'matches', 'also', 'when?"",', ""'bro"", 'even', 'live', ""bangalore',"", ""'Love"", 'gameplay', 'enjoy', 'livestream❤', 'keep', 'going', 'keep', 'growing', 'keep', ""glowing❤',"", ""'why"", 'map', 'covered', ""photo?',"", ""'Woh"", 'timestamp', 'wala', 'banda', 'mod', 'leke', ',uske', 'baad', 'kabhi', 'timestamp', 'nhi', ""diya']""]"
